,time,avg,replicas,for pod
0,1672825291070.6921,139.034654,4,"[48.143582, 14.463921, 25.823524, 50.603627]"
1,1672825306282.9587,276.17466099999996,9,"[39.767711, 19.459268, 18.726565, 29.770621, 10.556427, 48.103608, 40.687649, 24.395741, 44.707071]"
2,1672825321562.4504,211.374867,7,"[39.767711, 44.962615, 21.557657, 13.241709, 48.103608, 20.503253, 23.238314]"
3,1672825336770.16,48.173057,1,[48.173057]
4,1672825351973.8025,48.173057,1,[48.173057]
5,1672825367193.0537,106.976602,3,"[26.058416, 31.125543, 49.792643]"
6,1672825382405.8223,177.089506,5,"[14.441992, 43.397241, 48.599557, 20.530402, 50.120314]"
7,1672825397618.262,40.109161,1,[40.109161]
8,1672825412852.7693,48.718634,1,[48.718634]
9,1672825428058.3953,50.340088,1,[50.340088]
10,1672825443269.412,126.956235,4,"[25.809846, 29.558253, 22.126663, 49.461473]"
11,1672825458481.9175,136.295083,5,"[44.876322, 14.390839, 15.985384, 11.679197, 49.363341]"
12,1672825473682.9763,42.468434,1,[42.468434]
13,1672825488889.1116,49.642461,1,[49.642461]
14,1672825504170.5007,121.382218,4,"[22.437129, 24.455097, 24.953102, 49.53689]"
