,time,avg,replicas,for pod
0,1672825291070.6921,116.37599999999999,4,"[23.18, 26.856, 27.552, 38.788]"
1,1672825306282.9587,266.872,9,"[34.336, 27.932, 27.244, 27.932, 28.24, 25.792, 38.052, 28.192, 29.152]"
2,1672825321562.4504,220.69599999999997,7,"[34.336, 32.3, 28.352, 28.368, 25.792, 37.48, 34.068]"
3,1672825336770.16,38.812,1,[38.812]
4,1672825351973.8025,38.812,1,[38.812]
5,1672825367193.0537,95.392,3,"[28.524, 28.268, 38.6]"
6,1672825382405.8223,159.4,5,"[28.308, 30.344, 33.724, 28.632, 38.392]"
7,1672825397618.262,38.244,1,[38.244]
8,1672825412852.7693,38.972,1,[38.972]
9,1672825428058.3953,39.652,1,[39.652]
10,1672825443269.412,122.832,4,"[27.984, 27.772, 28.052, 39.024]"
11,1672825458481.9175,154.588,5,"[30.86, 28.344, 28.016, 28.172, 39.196]"
12,1672825473682.9763,38.588,1,[38.588]
13,1672825488889.1116,38.36,1,[38.36]
14,1672825504170.5007,122.816,4,"[27.776, 27.488, 27.808, 39.744]"
