,time,master,worker
0,1672825516319.2832,6371.256,11215.24
1,1672825501283.281,6356.62,11406.328
2,1672825486248.669,6275.66,11175.664
3,1672825471219.084,6369.684,11439.66
4,1672825456196.1165,6371.364,11305.856
5,1672825441167.5818,6350.832,11429.22
6,1672825426133.1575,6270.132,10781.192
7,1672825411104.6077,6265.62,11422.436
8,1672825396076.8196,6392.236,11075.5
9,1672825381054.6953,6331.12,11521.612
10,1672825366031.9517,6322.62,11076.292
11,1672825350999.2083,6258.876,11458.876
12,1672825335963.6897,6261.52,11166.388
13,1672825320930.0881,6415.2,11583.672
14,1672825305894.3066,6409.324,11273.564
15,1672825290856.201,6282.064,11510.812
