,time,avg,replicas,for pod
0,1672032767495.9077,38.092174,2,"[37.719065, 0.373109]"
1,1672032782685.3584,21.306084,1,[21.306084]
2,1672032798054.8274,50.314843,1,[50.314843]
3,1672032813251.6748,50.308045,1,[50.308045]
4,1672032828455.0615,186.687723,5,"[44.046151, 48.275285, 30.346285, 30.52658, 33.493422]"
5,1672032843651.6135,16.330521,1,[16.330521]
6,1672032858860.9978,48.086029,1,[48.086029]
7,1672032874052.4597,50.095917,1,[50.095917]
8,1672032889267.5142,156.238955,4,"[32.483355, 35.583945, 40.622735, 47.54892]"
9,1672032904452.0332,46.843633,1,[46.843633]
10,1672032919668.4155,40.88117,1,[40.88117]
11,1672032934902.0808,115.24518700000002,3,"[33.418179, 31.607412, 50.219596]"
12,1672032950113.1138,177.067074,5,"[23.738137, 38.057857, 18.134835, 48.708907, 48.427338]"
13,1672032965361.5059,32.949003,1,[32.949003]
14,1672032980546.831,50.3932,1,[50.3932]
