,time,avg,replicas,for pod
0,1671866637618.8347,3.166026,1,[3.166026]
1,1671866652776.9885,6.242687,1,[6.242687]
2,1671866667939.1455,127.098033,3,"[48.439752, 48.970055, 29.688226]"
3,1671866683096.138,90.21758799999999,3,"[33.937062, 37.533434, 18.747092]"
4,1671866698248.2769,16.028964,1,[16.028964]
5,1671866713413.7087,49.398965,1,[49.398965]
6,1671866728572.585,207.983044,6,"[46.403096, 45.274372, 28.964198, 31.572967, 21.723631, 34.04478]"
7,1671866743755.71,207.983044,6,"[46.403096, 45.274372, 28.964198, 31.572967, 21.723631, 34.04478]"
8,1671866758925.375,48.597149,1,[48.597149]
9,1671866774090.9292,38.812739,1,[38.812739]
10,1671866789276.0864,163.622362,6,"[42.187731, 48.82555, 13.026846, 15.087222, 27.720417, 16.774596]"
11,1671866804514.9348,274.790167,9,"[44.257834, 43.589413, 47.020831, 48.756909, 15.991289, 32.839095, 13.785577, 5.343962, 23.205257]"
12,1671866819694.7231,15.991289,1,[15.991289]
13,1671866834893.7744,86.999716,2,"[43.891068, 43.108648]"
14,1671866850063.9192,207.743973,6,"[32.337485, 40.521444, 30.205864, 30.093222, 29.017942, 45.568016]"
